 ;Produto;Código;Unidade;NCM;"&nbsp;";Categoria;Família;Fabricante;Part Number;CEST;Código de Barras;Classe Tributacao
2051855;ATLAS ROLO 23CM TEXTURA ACABAMENTO 1110;000151;UN;96034010;;GERAL;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2051856;ATLAS ROLO 23CM TEXTURA ACABAMENTO 1163;000152;UN;96034010;;GERAL;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2051857;ATLAS ROLO 23CM TEXTURA ACABAMENTO 1166;000153;UN;96034010;;GERAL;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2051858;ATLAS ROLO 23CM TEXTURA ACABAMENTO 1170;000154;UN;96034010;;GERAL;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2051861;ATLAS ROLO 23CM VELUDO 329/5;000157;UN;96034010;;GERAL;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2051895;ATLAS ROLO 5CM CABELO ANJO 1155/5;000191;UN;96034010;;GERAL;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2051975;ATLAS ROLO 5CM LA SINT. 705/5;000271;UN;96034010;;GERAL;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2051876;ATLAS ROLO 5CM LACARNEIRO REF:AT328/5;000172;UN;96034010;;GERAL;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2051972;ATLAS ROLO 5CM LACARNEIRO 328/5;000268;UN;96034010;;GERAL;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2051973;ATLAS ROLO 5CM RESIMAX 339/55;000269;UN;96034010;;GERAL;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2051848;ATLAS ROLO 5CM VELUDO 329/55;000144;UN;96034010;;GERAL;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2051838;ATLAS ROLO 9CM ANTIMARCAS REF:AT407/9;000134;UN;96034010;;GERAL;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2051842;ATLAS ROLO 9CM LACARNEIRO 328/9;000138;UN;96034010;;GERAL;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2051970;ATLAS ROLO 9CM RESIMAX 339/9;000266;UN;96034010;;GERAL;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2051971;ATLAS ROLO 9CM ROLA FACIL 709/5;000267;UN;96034010;;GERAL;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2051853;ATLAS ROLO 9CM TEXTURA FINA 110/9;000149;UN;96034010;;GERAL;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2051849;ATLAS ROLO 9CM VELUDO 329/9;000145;UN;96034010;;GERAL;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2051900;ATLAS SACO COLETOR DE PO REF: AT1710/130;000196;UN;84679900;;GERAL;;;;;7896380174577;TRIBUTADO (CSOSN 102)
2053179;ATLAS SERROTE DE PONTA DE ACO P/ DRYWALL AT192/1;001475;UN;82021000;;GERAL;;;;;7896380102457;TRIBUTADO (CSOSN 102)
2051925;ATLAS SOPRADOR TERM. DIGITAL 2000W/220V AT1790/2;000221;UN;84672999;;GERAL;;;;;7896380196029;TRIBUTADO (CSOSN 102)
2051901;ATLAS SOPRADOR TERMICO 2000W/220V REF: AT1791/2;000197;UN;84672999;;GERAL;;;;;7896380196043;TRIBUTADO (CSOSN 102)
2051890;ATLAS SUPORTE GAIOLA 546/23;000186;UN;73269090;;GERAL;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2053038;ATLAS SUPORTE MANUAL P/ LIXA DE PVC REF:100/2;001334;UN;39269090;;GERAL;;;;;7896380101320;TRIBUTADO (CSOSN 102)
2051909;ATLAS SUPORTE P/ DESEMPENADEIRA AT9933;000205;UN;39269090;;GERAL;;;;;7896380195589;TRIBUTADO (CSOSN 102)
2053176;ATLAS SUPORTE P/ LIXA C/ ROSCA 10,5X21CM 100/3;001472;UN;39269090;;GERAL;;;;;7896380101337;TRIBUTADO (CSOSN 102)
2051915;ATLAS SUPORTE P/ MEIA LIXA PVC 23X10,5 AT100/4;000211;UN;39269090;;GERAL;;;;;7896380103195;TRIBUTADO (CSOSN 102)
2051827;ATLAS TACO PARA LIXA 100/1;000123;UN;39269090;;GERAL;;;;;7896380101450;NÃO TRIBUTADO (CSOSN 400)
2053520;ATLAS TESOURA DE AVIACAO CORTE RETO '25' AT1404;001816;UN;82033000;;GERAL;;;;;7896380109661;TRIBUTADO (CSOSN 102)
2053056;ATLAS TEXTURA RUSTICA 10CM AT155/10SR;001352;UN;96034010;;GERAL;;;;;7896380150359;TRIBUTADO (CSOSN 102)
2053570;ATLAS TRENA PROF. 10M AMARELA AT180/10;001866;UN;90178010;;GERAL;;;;;7896380105274;TRIBUTADO (CSOSN 102)
2053571;ATLAS TRENA PROFI. 8M AMARELA AT180/8;001867;UN;90178010;;GERAL;;;;;7896380105267;TRIBUTADO (CSOSN 102)
2051881;ATLAS TRENA 5M PROFI. AMARELA AT180/5;000177;UN;90178010;;GERAL;;;;;7896380107162;NÃO TRIBUTADO (CSOSN 400)
2053222;ATLAS TRINCHA ANGULAR AT345 1;001518;UN;96034090;;GERAL;;;;;7896003896268;TRIBUTADO (CSOSN 102)
2053177;ATLAS TRINCHA ANGULAR AT345 '1.1/2';001473;UN;96034090;;GERAL;;;;;7896003896275;TRIBUTADO (CSOSN 102)
2053178;ATLAS TRINCHA ANGULAR AT345 2;001474;UN;96034090;;GERAL;;;;;7896003896282;TRIBUTADO (CSOSN 102)
2053223;ATLAS TRINCHA ANGULAR AT345 '2.1/2';001519;UN;96034090;;GERAL;;;;;7896003896299;TRIBUTADO (CSOSN 102)
2051910;ATLAS TRINCHA ANGULAR IMPERIAL  AT416/3AN '1';000206;UN;96034090;;GERAL;;;;;7896003896428;TRIBUTADO (CSOSN 102)
2051911;ATLAS TRINCHA ANGULAR IMPERIAL AT416/4AN '1 1/2';000207;UN;96034090;;GERAL;;;;;7896003896435;TRIBUTADO (CSOSN 102)
2051912;ATLAS TRINCHA ANGULAR IMPERIAL AT416/5AN '2';000208;UN;96034090;;GERAL;;;;;7896003896442;TRIBUTADO (CSOSN 102)
2051913;ATLAS TRINCHA ANGULAR IMPERIAL AT416/6AN '2 1/2';000209;UN;96034090;;GERAL;;;;;7896003896459;TRIBUTADO (CSOSN 102)
2051914;ATLAS TRINCHA ANGULAR IMPERIAL AT416/7AN '3';000210;UN;96034090;;GERAL;;;;;7896003896466;TRIBUTADO (CSOSN 102)
2053235;ATLAS TRINCHA PROFISSIONAL AT717/3 '1';001531;UN;96034090;;GERAL;;;;;7896003894844;TRIBUTADO (CSOSN 102)
2053236;ATLAS TRINCHA PROFISSIONAL AT717/7 '3';001532;UN;96034090;;GERAL;;;;;7896003894868;TRIBUTADO (CSOSN 102)
2053145;ATLAS TRINCHA 315  '1.1/2';001441;UN;96034090;;GERAL;;;;;7896380103843;TRIBUTADO (CSOSN 102)
2053142;ATLAS TRINCHA 315  1/2;001438;UN;96034090;;GERAL;;;;;7896380103812;TRIBUTADO (CSOSN 102)
2053146;ATLAS TRINCHA 315  2;001442;UN;96034090;;GERAL;;;;;7896380103850;TRIBUTADO (CSOSN 102)
2053147;ATLAS TRINCHA 315  '2.1/2';001443;UN;96034090;;GERAL;;;;;7896380103867;TRIBUTADO (CSOSN 102)
2053148;ATLAS TRINCHA 315  3;001444;UN;96034090;;GERAL;;;;;7896380103874;TRIBUTADO (CSOSN 102)
2053143;ATLAS TRINCHA 315  '3/4';001439;UN;96034090;;GERAL;;;;;7896380103829;TRIBUTADO (CSOSN 102)
2053149;ATLAS TRINCHA 315  4;001445;UN;96034090;;GERAL;;;;;7896380103881;TRIBUTADO (CSOSN 102)
2053144;ATLAS TRINCHA 315 1;001440;UN;96034090;;GERAL;;;;;7896380103836;TRIBUTADO (CSOSN 102)
2053225;ATLAS TRINCHA 319  '1.1/2';001521;UN;96034090;;GERAL;;;;;7896380105335;TRIBUTADO (CSOSN 102)
2053153;ATLAS TRINCHA 319  1/2;001449;UN;96034090;;GERAL;;;;;7896380105304;TRIBUTADO (CSOSN 102)
2053224;ATLAS TRINCHA 319  2;001520;UN;96034090;;GERAL;;;;;7896380105342;TRIBUTADO (CSOSN 102)
2053155;ATLAS TRINCHA 319  '2.1/2';001451;UN;96034090;;GERAL;;;;;7896380105359;TRIBUTADO (CSOSN 102)
2053043;ATLAS TRINCHA 319  '3';001339;UN;96034090;;GERAL;;;;;7896380105366;TRIBUTADO (CSOSN 102)
2053154;ATLAS TRINCHA 319 1;001450;UN;96034090;;GERAL;;;;;7896380105328;TRIBUTADO (CSOSN 102)
2053606;ATLAS TRINCHA 319 '3/4';001902;UN;96034090;;GERAL;;;;;7896380105311;NÃO TRIBUTADO (CSOSN 400)
2053226;ATLAS TRINCHA 319 4;001522;UN;96034090;;GERAL;;;;;7896380105373;TRIBUTADO (CSOSN 102)
2053151;ATLAS TRINCHA 395  1;001447;UN;96034090;;GERAL;;;;;7896380103522;TRIBUTADO (CSOSN 102)
2053152;ATLAS TRINCHA 395  '1.1/2';001448;UN;96034090;;GERAL;;;;;7896380103539;TRIBUTADO (CSOSN 102)
2053042;ATLAS TRINCHA 395  '3/4';001338;UN;96034090;;GERAL;;;;;7896380103515;TRIBUTADO (CSOSN 102)
2053150;ATLAS TRINCHA 395 1/2;001446;UN;96034090;;GERAL;;;;;7896380103508;TRIBUTADO (CSOSN 102)
2053041;ATLAS TRINCHA 395 2;001337;UN;96034090;;GERAL;;;;;7896380103546;TRIBUTADO (CSOSN 102)
2053040;ATLAS TRINCHA 395 '2.1/2';001336;UN;96034090;;GERAL;;;;;7896380103553;TRIBUTADO (CSOSN 102)
2053039;ATLAS TRINCHA 395 3;001335;UN;96034090;;GERAL;;;;;7896380103560;TRIBUTADO (CSOSN 102)
2053227;ATLAS TRINCHA 395 4;001523;UN;96034090;;GERAL;;;;;7896380103577;TRIBUTADO (CSOSN 102)
2054046;B - AMARELO;002342;UN;32041600;;CORANTE;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2132709;BANDEJA PARA PINTURA GRANDE THOMPSON;002796;UN;39259090;;GERAL;Acessórios e Ferramentas;THOMPSON;;;7898011978806;TRIBUTADO (CSOSN 102)
2132708;BANDEJA PARA PINTURA GRANDE THOMPSON;002795;UN;39259090;;GERAL;Acessórios e Ferramentas;THOMPSON;;;9900000001384;TRIBUTADO (CSOSN 102)
2052899;BANDEJA PINTURA 15CM PRETA - THOMPSON;001195;UN;39259090;;GERAL;;;;;7898011978806;NÃO TRIBUTADO (CSOSN 400)
2054669;BANDEJA TINTA THOMPSON 23CM GRANDE 1600;002477;UN;39259090;;GERAL;Acessórios e Ferramentas;THOMPSON;;1001600;7898011978813;
2054679;BANDEJA TINTA TIGRE PRO 46CM LARANJA REF.2307;002487;UN;39269090;;GERAL;;TIGRE;;;7891395073617;
2052129;BASE M - CORALIT AB ULTRA RES 3.2L CORAL;000425;GL;32089010;;BASE;TINTA ACRILICA;Coral;;;7891019205578;NÃO TRIBUTADO (CSOSN 400)
2058812;BASE MF - CORALIT AB ULTRA RES 3.2L ;002607;GL;32089010;;BASE;TINTA ACRILICA;Coral;;2400100;7891019205592;
2080987;BASE MF - CORALIT AB ULTRA RES 800M 02.23.050;002696;QT;32089010;;ESMALTE;;;;2400100;9900000001186;NÃO TRIBUTADO (CSOSN 400)
2052131;BASE MF - CORALIT TOTAL ACET 0,8 L - CORAL;000427;QT;32091010;;BASE;TINTA ESMALTE ;Coral;;;7891019907915;NÃO TRIBUTADO (CSOSN 400)
2052130;BASE MF - CORALIT TOTAL ACET 3.2L - CORAL;000426;GL;32091010;;BASE;TINTA ESMALTE ;Coral;;;7891019907908;NÃO TRIBUTADO (CSOSN 400)
2113807;BASE MF - CORALIT TOTAL BR 3.2L 02.23.268;002763;UN;32091010;;ESMALTE;TINTA ESMALTE ;Coral;;2400100;7891019907922;TRIBUTADO (CSOSN 102)
2052133;BASE MF - DECORA DIAMANTE S/B 16L - CORAL;000429;LA;32091010;;BASE;TINTA ACRILICA;Coral;;;7891019177936;NÃO TRIBUTADO (CSOSN 400)
2052134;BASE MF - DECORA DIAMANTE S/B 3.2L - CORAL;000430;GL;32091010;;BASE;TINTA ACRILICA;Coral;;;7891019177943;NÃO TRIBUTADO (CSOSN 400)
2052143;BASE MF - DECORA MATE FOSCO 0,8L - CORAL;000439;QT;32091010;;BASE;TINTA ACRILICA;Coral;;;7891019906741;NÃO TRIBUTADO (CSOSN 400)
2052137;BASE MF - DECORA MATE FOSCO 16L - CORAL;000433;LA;32091010;;BASE;TINTA ACRILICA;Coral;;;7891019177882;NÃO TRIBUTADO (CSOSN 400)
2052138;BASE MF - DECORA MATE FOSCO 3.2L - CORAL;000434;GL;32091010;;BASE;TINTA ACRILICA;Coral;;;7891019906734;NÃO TRIBUTADO (CSOSN 400)
2052216;BASE MF - DECORA SEDA AC 0,8 L - CORAL;000512;QT;32091010;;BASE;TINTA ACRILICA;Coral;;;7891019915774;NÃO TRIBUTADO (CSOSN 400)
2052144;BASE MF - DECORA SEDA AC 16L - CORAL;000440;LA;32091010;;BASE;TINTA ACRILICA;Coral;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2052215;BASE MF - DECORA SEDA AC 3.2L - CORAL;000511;GL;32091010;;BASE;TINTA ACRILICA;Coral;;;7891019915767;NÃO TRIBUTADO (CSOSN 400)
2052217;BASE MF - SOL&CHUVA ACRIL TOTAL 16L - CORAL;000513;LA;32091010;;BASE;TINTA ACRILICA;Coral;;;7891019909025;NÃO TRIBUTADO (CSOSN 400)
2052225;BASE MF - SOL&CHUVA ACRIL TOTAL 3.2L - CORAL;000521;GL;32091010;;BASE;TINTA ACRILICA;Coral;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2052226;BASE MF - SUPER LAVAVEL EGGSHELL 16L - CORAL;000522;LA;32091010;;BASE;TINTA ACRILICA;Coral;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2080988;BASE P - CORALIT AB ULTRA RES 800M 02.23.045;002697;QT;32089010;;ESMALTE;;;;2400100;9900000001193;NÃO TRIBUTADO (CSOSN 400)
2058813;BASE P - CORALIT BRILHANTE ULTRA RES 3.2L ;002608;GL;32089010;;BASE;TINTA ACRILICA;Coral;;2400100;7891019132867;
2117309;BASE P - CORALIT TOTAL ACET 800M 02.23.269;002774;QT;32091010;;ESMALTE;TINTA ESMALTE ;Coral;;2400100;9900000001322;NÃO TRIBUTADO (CSOSN 400)
2113802;BASE P - CORALIT TOTAL BR AGUA 3.2L ;002761;UN;32091010;;ACRILICA;TINTA ACRILICA;Coral;;2400100;7891019165292;TRIBUTADO (CSOSN 102)
2058733;BASE P - DECORA DIAMANTE S/B 3.2L ;002530;GL;32091010;;BASE;TINTA ACRILICA;Coral;;2400100;7891019907021;
2052228;BASE P - DECORA DIAMENTE S/B 800M - CORAL;000524;QT;32091010;;BASE;TINTA ACRILICA;Coral;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2052229;BASE P - DECORA MATTE EXTRA FOSCO 3.2L - CORAL;000525;GL;32091010;;BASE;TINTA ACRILICA;Coral;;;7891019906833;NÃO TRIBUTADO (CSOSN 400)
2058706;BASE P - DECORA SEDA AC 3.2L ;002512;GL;32091010;;BASE;TINTA ACRILICA;Coral;;2400100;7891019177073;
2058773;BASE PM - RENDE MUITO 16L CORAL;002570;LA;32091010;;BASE;TINTA ACRILICA;Coral;;2400100;7891019170678;
2058744;BASE PM - RENDE MUITO 3.2L CORAL;002541;GL;32091010;;BASE;TINTA ACRILICA;Coral;;2400100;7891019170654;NÃO TRIBUTADO (CSOSN 400)
2058745;BASE PM - RENDE MUITO 800ML CORAL;002542;QT;32091010;"<a title=""Visualizar imagens do produto"" href=""javascript:f_visualizarImagem(2058745);""><button type=""button"" class=""btn btn-default btn-xs""><span style=""padding-bottom:3px;"" class=""glyphicon glyphicon-picture"" aria-hidden=""true""></button></a>";BASE;TINTA ACRILICA;Coral;;2400100;7891019170661;
2058814;BASE T - CORALIT AB ULTRA RES 3.2L ;002609;GL;32089010;;BASE;TINTA ESMALTE ;Coral;;2400100;7891019205615;NÃO TRIBUTADO (CSOSN 400)
2080989;BASE T - CORALIT AB ULTRA RES 800M 02.23.052;002698;QT;32089010;;ESMALTE;;;;2400100;9900000001209;NÃO TRIBUTADO (CSOSN 400)
2113804;BASE T - CORALIT TOTAL BR AGUA 3.2L ;002762;UN;32091010;;ESMALTE;TINTA ESMALTE ;Coral;;2400100;7891019165353;TRIBUTADO (CSOSN 102)
2117310;BASE T - CORALIT TOTAL BR 800M 02.23.135;002775;QT;32091010;;ESMALTE;TINTA ESMALTE ;Coral;;2400100;9900000001339;NÃO TRIBUTADO (CSOSN 400)
2058736;BASE T - DECORA DIAMANTE S/B 3.2L ;002533;GL;32091010;;BASE;TINTA ACRILICA;Coral;;2400100;7891019906994;
2080990;BASE T - DECORA MATE FOSCO 3.2L 02.23.256;002699;GL;32091010;;ACRILICA;TINTA ACRILICA;Coral;;2400100;9900000001216;NÃO TRIBUTADO (CSOSN 400)
2052222;BASE T - DECORA MATE FOSCO 800M 02.23.255;000518;QT;32091010;;BASE;TINTA ACRILICA;Coral;;;7891019906864;NÃO TRIBUTADO (CSOSN 400)
2080991;BASE T - DECORA MATE FOSCO 800M 02.23.255;002700;QT;32091010;;ACRILICA;TINTA ACRILICA;Coral;;2400100;9900000001223;NÃO TRIBUTADO (CSOSN 400)
2052135;BASE T - DECORA SEDA AC 3.2L - CORAL;000431;GL;32091010;;BASE;TINTA ACRILICA;Coral;;;7891019177103;NÃO TRIBUTADO (CSOSN 400)
2054097;BASE T  LOUSA 3,2 LT CORAL;002393;GL;12345678;;BASE;TINTA ACRILICA;Coral;;;7891019921744;NÃO TRIBUTADO (CSOSN 400)
2058775;BASE T - MASTER 16L;002572;LA;32089010;;BASE;TINTA ACRILICA;Coral;;2400100;7891019993819;
2058776;BASE T - MASTER 3,2L;002573;GL;32089010;;BASE;TINTA ACRILICA;Coral;;2400100;7891019993963;NÃO TRIBUTADO (CSOSN 400)
2113789;BASE T RENOVA EFEITO LOUSA AC 800ML;002760;UN;32091010;;ACRILICA;TINTA ACRILICA;Coral;;2400100;7891019921751;TRIBUTADO (CSOSN 102)
2058782;BASTON DESENGRIPANTE  300ML CHEMICOLOR;002579;UN;38249941;;GERAL;;;;;7899674035660;
2058783;BASTON ESPUMA EXPANSIVA  12X500ML/310G CHEMICOLOR;002580;UN;35061090;;GERAL;;;;;7898436140130;NÃO TRIBUTADO (CSOSN 400)
2052994;BATIDA DE PEDRA BRANCO 3,6L - MAXIRUBBER ( NOVO );001290;GL;32091010;;COMPLEMENTO;Utilidades;Maxi Rubber;;;7898031542872;NÃO TRIBUTADO (CSOSN 400)
2112476;BOMVINK ESMERILHADEIRA ANGULAR BOM-9545;002753;UN;;;LIXA;LIXAS;;;;7908782209051;TRIBUTADO (CSOSN 102)
2054047;C - LARANJA;002343;UN;32041600;;CORANTE;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2052354;CACAMBA DE PINTURA 12LTS - THOMPSON;000650;UN;32089029;;GERAL;;;;;7898011979018;NÃO TRIBUTADO (CSOSN 400)
2052998;CACAMBA DE PINTURA 15LTS - THOMPSON ( NOVO );001294;UN;39259090;;GERAL;;;;;7898011979025;TRIBUTADO (CSOSN 102)
2132710;CASCOREZ EXTRA   500G 13.04.030;002797;UN;35061090;;GERAL;Complementos e Preparação;ADELBRAS;;;7891200007431;TRIBUTADO (CSOSN 102)
2109502;CERA CARNAUBA SUPER BRILHO V8  500ML SANOL;002751;UN;34053000;;AUTO;Complementos e Preparação;;;;7896183315993;TRIBUTADO (CSOSN 102)
2059429;CIMENTO QUEIMADO CINZA CLARO;002647;GL;32091010;;EFEITO;;;;2400100;9900000000875;
2059424;CIMENTO QUEIMADO CINZA MEDIO;002642;GL;32091010;;EFEITO;;;;2400100;9900000000844;
2052778;COLA MADEIRA TEKBOND 100GR;001074;UN;35061090;;GERAL;;;;;7898472261769;TRIBUTADO (CSOSN 102)
2052742;COLA SELA CALHA CINZA POTE 500GR;001038;UN;35061090;;GERAL;;;;;7898280880022;TRIBUTADO (CSOSN 102)
2052843;COLA SILIC TEKBOND 256GR INCOLOR;001139;UN;35061090;;GERAL;;;;;7898472259629;TRIBUTADO (CSOSN 102)
2052743;COLA SILIC TEKBOND 280GR PRETO;001039;UN;35061090;;GERAL;;;;;7898904869525;TRIBUTADO (CSOSN 102)
2052043;CORAL ACR RENOVA FOSCO 16L ;000339;BD;32091010;;ACRILICA;TINTA ACRILICA;Coral;;;7891019915132;NÃO TRIBUTADO (CSOSN 400)
2052047;CORAL ACR SOL E CHUVA IMPER 18L PREMIUM;000343;LA;32081010;;ACRILICA;TINTA ACRILICA;Coral;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2053581;CORAL CORALAR ACR + DESEMPENHO BRANCO 18L;001877;LA;32091010;;ACRILICA;TINTA ACRILICA;Coral;;;7891019138449;NÃO TRIBUTADO (CSOSN 400)
2053679;CORAL CORALIT ULTRA PRETO ALTO BRILHO 3,6 LT;001975;GL;32089010;;ESMALTE;;;;;7891019201853;TRIBUTADO (CSOSN 102)
2052469;CORAL CORALIT ULTRA RESIST BR AZUL DEL REY 3,6 LT;000765;GL;32081010;;ESMALTE;;;;;7891019202171;NÃO TRIBUTADO (CSOSN 400)
2053062;CORAL CORALIT ULTRA RESIST BR AZUL FRANCA 3,6 LT;001358;GL;32089010;;ESMALTE;;;;;7891019202324;NÃO TRIBUTADO (CSOSN 400)
2052247;CORAL CORALIT ULTRA RESIST PRETO / FO  3,6 LT;000543;GL;32089010;;ESMALTE;;;;;7891019203529;NÃO TRIBUTADO (CSOSN 400)
2052791;CORAL FUNDO PREPARADOR BASE AGUA 3,6 LT;001087;GL;32091020;;COMPLEMENTO;Complementos e Preparação;Coral;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2052426;CORAL FUNDO PREPARADOR MADEIRA E METAL 900 ML AGUA;000722;QT;32091010;;COMPLEMENTO;Complementos e Preparação;Coral;;;SEM GTIN;TRIBUTADO (CSOSN 102)
2052804;CORAL FUNDO PREPARADOR 18L;001100;LA;32091010;;COMPLEMENTO;Complementos e Preparação;Coral;;;SEM GTIN;TRIBUTADO (CSOSN 102)
2052476;CORAL GRAFITE ESCURO 3,6 LT;000772;GL;32091010;;ESMALTE;;;;;7891019201662;TRIBUTADO (CSOSN 102)
2058777;CORAL MACTRA MANTA LIQUIDA BRANCA 18 KG VEDBEM;002574;BD;32091010;;ACRILICA;Impermeabilização e Vedação;Coral;;2400100;7891019993772;
2053678;CORAL MASSA ACRILICA BALDE 5,7 KG;001974;GL;32141020;;COMPLEMENTO;Complementos e Preparação;Coral;;;7891019921263;TRIBUTADO (CSOSN 102)
2052235;CORAL MASSA ACRILICA 1,5KG;000531;QT;32141020;;COMPLEMENTO;Complementos e Preparação;Coral;;;7891019105809;NÃO TRIBUTADO (CSOSN 400)
2052236;CORAL MASSA ACRILICA 25KG;000532;LA;32141020;;COMPLEMENTO;Complementos e Preparação;Coral;;;7891019915088;NÃO TRIBUTADO (CSOSN 400)
2053677;CORAL MASSA CORRIDA PVA BALDE 5,7 KG;001973;GL;32141020;;COMPLEMENTO;Complementos e Preparação;Coral;;;7891019921256;TRIBUTADO (CSOSN 102)
2052327;CORAL MASSA CORRIDA PVA 1.5 KG;000623;QT;32141020;;COMPLEMENTO;Complementos e Preparação;Coral;;;7891019105748;NÃO TRIBUTADO (CSOSN 400)
2052220;CORAL MASSA CORRIDA PVA 25KG;000516;LA;32141020;;COMPLEMENTO;;;;;7891019915095;NÃO TRIBUTADO (CSOSN 400)
2052262;CORAL RENDE MUITO BRANCO FOSCO 3,6L;000558;GL;32091010;;ACRILICA;TINTA ACRILICA;Coral;;;7891019101467;NÃO TRIBUTADO (CSOSN 400)
2052324;CORAL RENDE MUITO BRANCO 0,9L;000620;QT;32091010;;ACRILICA;TINTA ACRILICA;Coral;;;7891019101474;NÃO TRIBUTADO (CSOSN 400)
2052261;CORAL RENDE MUITO BRANCO 18L;000557;LA;32091010;;ACRILICA;TINTA ACRILICA;Coral;;;7891019101481;NÃO TRIBUTADO (CSOSN 400)
2052141;CORAL RENOVA FOSCO BRANCO 3.2L;000437;GL;32091010;;ACRILICA;TINTA ACRILICA;Coral;;;7891019915217;NÃO TRIBUTADO (CSOSN 400)
2052344;CORAL RENOVA TETO BANHEIRO & COZINHA BR 900LT;000640;QT;32091010;;ACRILICA;TINTA ACRILICA;Coral;;;7891019166343;NÃO TRIBUTADO (CSOSN 400)
2052265;CORAL RENOVA TETO BANHEIRO & COZINHA FO 3,6 GL;000561;GL;32091010;;ACRILICA;TINTA ACRILICA;Coral;;;7891019166350;NÃO TRIBUTADO (CSOSN 400)
2052243;CORAL SELADOR ACRILICO 18L 02.02.304;000539;LA;32091010;;COMPLEMENTO;;;;;7891019106035;NÃO TRIBUTADO (CSOSN 400)
2053578;CORAL SPARLACK EXTRA MARITIMO BR NAT. INCOLOR 0,225L;001874;QT;32089029;;VERNIZ;;;;;7891574012383;NÃO TRIBUTADO (CSOSN 400)
2052523;CORAL VERNIZ ACRILICO INCOLOR 3,6L;000819;GL;32091020;;VERNIZ;;;;;7891019104727;NÃO TRIBUTADO (CSOSN 400)
2052686;CORALAR ACR + DESEMPENHO BRANCO 3,6L;000982;GL;32091010;;ACRILICA;TINTA ACRILICA;Coral;;;7891019138456;NÃO TRIBUTADO (CSOSN 400)
2052683;CORALAR ACR ROSA ACAI 3,6L;000979;GL;32091010;;ACRILICA;TINTA ACRILICA;Coral;;;7891019169306;NÃO TRIBUTADO (CSOSN 400)
2052684;CORALAR ACR RUBI 3,6L;000980;GL;32091010;;ACRILICA;TINTA ACRILICA;Coral;;;7891019169344;NÃO TRIBUTADO (CSOSN 400)
2052685;CORALAR ACR VERDE LIMAO 3,6L;000981;GL;32091010;;ACRILICA;TINTA ACRILICA;Coral;;;7891019168590;NÃO TRIBUTADO (CSOSN 400)
2052600;CORALIT AREIA ULTRA RES ALT BRI 3,6 L CORAL;000896;GL;32089010;;ESMALTE;;;;;7891019203031;NÃO TRIBUTADO (CSOSN 400)
2053579;CORALIT ESM ULTRA RESIST  BRANCO ALTO BRILHO 3,6L;001875;GL;32089010;;ESMALTE;;;;;7891019201723;NÃO TRIBUTADO (CSOSN 400)
2052244;CORALIT FOSCO BRANCO ULTRA RES 0,9L 02.03.600;000540;QT;32089010;;ESMALTE;;;;;7891019203499;NÃO TRIBUTADO (CSOSN 400)
2052245;CORALIT FOSCO BRANCO ULTRA RES 3,60 02.03.610;000541;GL;32089010;;ESMALTE;;;;;7891019203482;NÃO TRIBUTADO (CSOSN 400)
2052246;CORALIT FOSCO PRETO ULTRA RES 0,9L 02.03.605;000542;QT;32089010;;ESMALTE;;;;;7891019203536;NÃO TRIBUTADO (CSOSN 400)
2052248;CORALIT SR ACET BRANCO 0,9L 02.03.981;000544;QT;32081010;;ESMALTE;;;;;7891019908318;NÃO TRIBUTADO (CSOSN 400)
2052590;CORALIT SR BR AMARELO 0,9L CORAL;000886;QT;32081010;;ESMALTE;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2052408;CORALIT SR BR AMARELO 3,6L CORAL;000704;GL;32081010;;ESMALTE;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
