   ;Produto;Código;Cód Barras;Situação;Preço de Venda; 
;ANJO TINTA PARA PISO NOVO MARROM FOSCA 3,6 LT;002019;7899027796279;Inativo;1,0000; por UN
;ANJO TINTA PARA PISO NOVO PRETO FOSCA 18 LT;002025;7899027796187;Inativo;1,0000; por UN
;ANJO TINTA PARA PISO NOVO PRETO FOSCA 3,6 LT;002020;7899027796293;Inativo;1,0000; por UN
;ANJO TINTA PARA PISO NOVO SAIBRO FOSCA 3,6 LT;002021;7899027796316;Inativo;1,0000; por UN
;ANJO TINTA PARA PISO NOVO VERDE FOSCA 3,6 LT;002022;7899027796057;Inativo;1,0000; por UN
;ANJO TINTA PARA PISO NOVO VERMELHO FOSCA 3,6 LT;002023;7899027796255;Inativo;1,0000; por UN
;ANJO TINTA PARA PISO NOVO VERMELHO SEGURANCA FOSCA 3,6 LT;002024;7899027796101;Inativo;1,0000; por UN
;ANJO TINTA PARA PISO PISO NOVO AMARELO DEMARCACAO FOSCA 3,6 LT;002011;7899027796149;Inativo;1,0000; por UN
;ANJO TINTA PARA PISO PISO NOVO AMARELO FOSCA 3,6 LT;002013;7899027796392;Inativo;1,0000; por UN
;ANJO VEDA CAPO BRANCO 400 GR;001992;7899917128067;Inativo;1,0000; por UN
;ANJO VERNIZ DURA MAIS NAT. ACET. 3,6 LTS;001596;7899917153434;Ativo;137,5900; por GL
;ANJO VERNIZ DURA MAIS NAT. ACET. 900 ML;001594;7899917155896;Ativo;51,4000; por QT
;ANJO VERNIZ DURA MAIS NAT. BRIL. 3,6 LTS;001595;7899917153311;Ativo;125,0000; por GL
;ANJO VERNIZ DURA MAIS NAT. BRIL. 900 ML;001593;7899917155865;Ativo;40,4900; por QT
;ANJO VERNIZ MARITIMO PREMIUM NAT. ACET. 3,6 LTS;001601;7899917153458;Ativo;133,2000; por GL
;ANJO VERNIZ MARITIMO PREMIUM NAT. ACET. 900 ML;001598;7899917155926;Ativo;45,1900; por QT
;ANJO VERNIZ MARITIMO PREMIUM NAT. BRIL. 3,6 L;001603;7899917155667;Ativo;133,2000; por GL
;ANJO VERNIZ MARITIMO PREMIUM NAT. BRIL. 900 ML;001599;7899917155643;Ativo;35,3900; por QT
;ANJO VERNIZ MARITIMO PREMIUM NAT. FOSCO 3,6 LTS;001602;7899917153472;Ativo;130,0000; por GL
;ANJO VERNIZ MARITIMO PREMIUM NAT. FOSCO 900 ML;001597;7899917155957;Ativo;43,0000; por QT
;ANJO VERNIZ PU CARBON HS 2:1 900 ML;001994;7899917128999;Inativo;1,0000; por UN
;ANJO VERNIZ PU CARBON MS 5:1 750 ML;001993;7899917129019;Inativo;1,0000; por UN
;ANJO VIDALAR BRANCO FOSCA BALDE 18L;001899;7899917144562;Inativo;1,0000; por UN
;ANJO VIDALAR BRANCO NEVE FOSCA 3,6 LT;001986;7899027789349;Inativo;1,0000; por UN
;ANJO WASH PRIMER 2:1 N-1261 2,4 L;001749;7899027740715;Inativo;1,0000; por UN
;ANJO WASH PRIMER 2:1 N-1261 600 ML;001751;7899027739528;Inativo;1,0000; por UN
;ANJO ZARCAO FUNDO ANTICORROSIVO (LARANJA) 3,6 GL;001741;7899027701396;Inativo;1,0000; por UN
;ANJO ZARCAO FUNDO ANTICORROSIVO (LARANJA) 900 ML;001742;7899027701389;Inativo;1,0000; por UN
;APLICADOR DE SILICONE / PU;000832;7895315000202;Ativo;29,0000; por UN
;APLICADOR DE SILICONE BRASF REFORC 7309;001035;7898464735629;Ativo;46,9000; por UN
;APLICADOR DE SILICONE BRASF TUBULAR 7310;001036;7898464735636;Ativo;78,9000; por UN
;APLICADOR 13,1 REF 152/2;000127;SEM GTIN;Inativo;1,0000; por UN
;ARALDITE TEK HOBBY (10MIN) 16GR PEQ;001045;7898472261776;Inativo;1,0000; por UN
;ARGAMASSA EXTERNA AC3 20KG COLAVIT;000925;SEM GTIN;Inativo;1,0000; por UN
;ARGAMASSA VOTOMASSA 20KG;000627;SEM GTIN;Inativo;1,0000; por UN
;ATLAS ABRACADEIRA PLAST PR 280X3,6MM PCT 100UN;001534;7896380108497;Ativo;2,0000; por UN
;ATLAS ABRE TRINCA 375;000161;7896380101481;Ativo;40,6900; por UN
;ATLAS ANTIGOTA KIT 6 PECAS AT1017;000175;7896380154401;Ativo;82,6500; por UN
;ATLAS APLICADOR DE SILICONE 177;000124;7896380101443;Ativo;44,8500; por UN
;ATLAS APLICADOR 4,5CM REF 152/1;000185;SEM GTIN;Ativo;1,0000; por UN
;ATLAS ASPIRADOR/EXTR. DE PO ELETR. 1600W/220V AT1751/2;001808;7896003898484;Inativo;1,0000; por UN
;ATLAS BALDE MULTIUSO PLAST PRETO 608P;001868;7896380192526;Ativo;27,8900; por UN
;ATLAS BANDEJA P/ GARFO DUPLO PROFISSIONAL 4,3L REF: AT1492P;001456;7896380109593;Ativo;67,3100; por UN
;ATLAS BANDEJA P/ PINTURA PT 3,6 L 1534P;001870;7896380192694;Ativo;30,4900; por UN
;ATLAS BANDEJA P/ PINTURA PVC 1,3L 1415;001455;7896380194889;Ativo;13,1600; por UN
;ATLAS BANDEJA P/ PINTURA PVC 2,7L 1523P;001354;7896380192625;Ativo;18,8000; por UN
;ATLAS BANQUETA ESCADA 47,4X45X49,7CM PLAST CZ PR1041-1;001864;7896003811407;Ativo;97,3600; por UN
;ATLAS BROXA RETANGULAR 15X5.6CM 800/1;000155;7896380131068;Ativo;2,0000; por UN
;ATLAS BROXA RETANGULAR 18X8CM 800/2;000156;7896380131075;Ativo;13,6500; por UN
;ATLAS CACAMBA DE PLA P/ MAO 2L REF:1420P;001834;7896003894677;Ativo;35,4700; por UN
;ATLAS CACAMBA P/ PINTURA PRETA PVC 10L 610P;001454;7896380192557;Ativo;41,7700; por UN
;ATLAS CACAMBA P/ PINTURA 12L REF: AT612P;001631;7896380103249;Ativo;55,1800; por UN
;ATLAS CAIXA DE MASSA PLASTICA 18 L AT611;001869;7896380100729;Ativo;50,5600; por UN
;ATLAS COLHER DE PEDREIRO 8;000159;SEM GTIN;Ativo;1,0000; por UN
;ATLAS CONJ DE PINTURA ANTIGOTA 5PCS REF: 4321;001340;7896380190621;Ativo;110,2400; por UN
;ATLAS CONJ DE PINTURA ANTIRESPINGO 3PCS 2003;001346;7896380154128;Ativo;39,9800; por UN
;ATLAS CONJ DE PINTURA COMPLETO 7 PCS 1016;001931;7896380153343;Ativo;69,1300; por UN
;ATLAS CONJ DE PINTURA 3PCS REF: AT 2001;001633;7896003894387;Ativo;30,8000; por UN
;ATLAS CONJ DE PINTURA 5PCS REF: AT1002;001632;7896380154074;Ativo;54,9800; por UN
;ATLAS DESEM. ACO LISA 143;000121;7896380191567;Ativo;2,0000; por UN
;ATLAS DESEM. ACO T LISA C/ ABERTO 12X25CM REF133;001329;7896380191192;Ativo;61,1000; por UN
;ATLAS DESEM. GR DE ACO P/MASSA AT248;000122;7896380101924;Ativo;200,0000; por UN
;ATLAS DESEMP. ACO INOX P/ EFEITOS DECORA. CHANFRADA 25CM AT113;001348;7896380173556;Ativo;117,2800; por UN
;ATLAS DESEMP. ACO T LISA C ABERTO 12X25CM AT148/1;001350;7896003894639;Ativo;33,9300; por UN
;ATLAS DESEMP. ACO T LISA C FECHADO 12X25CM AT148/2;001328;7896003894646;Ativo;35,0200; por UN
;ATLAS DESEMP INOX C.RED 12X35CM CABO FECH. AT836/1;001262;7896003894899;Ativo;112,1600; por UN
;ATLAS DESEMP INOX C.RET. 12X30 CABO FECH RIG AT826/1;001261;7896003894882;Ativo;83,4500; por UN
;ATLAS DESEMP INOX TRAPEZIO CHANF P/ EFEITOS AT110;001347;7896003897487;Ativo;194,0800; por UN
;ATLAS DESEMP METAL TRAPEZIO CHANF P/ EFEITOS  AT111;001170;7896003894769;Ativo;109,8100; por UN
;ATLAS DESEMP. P/ GRAFIATO 27X14CM 165;000120;7896380191642;Ativo;30,1200; por UN
;ATLAS DESEMP. P/ TEXT DE PLAST 30X17CM 166;001264;7896380191123;Ativo;31,3700; por UN
;ATLAS DESEMPE. ACO EFEITO DECORA. 254MM AT112;000181;7896003894776;Ativo;146,2900; por UN
;ATLAS DESEMPENADEIRA C/ESPUMA PLASTICA;000176;SEM GTIN;Ativo;1,0000; por UN
;ATLAS DESEMPENADEIRA P/ TEXT DE PLAST 16X8CM 164;001263;7896380191635;Ativo;15,0700; por UN
;ATLAS DISCO ABRASIVO FLAP 115MM G120 AT25/120;000200;7896003896411;Ativo;18,3300; por UN
;ATLAS DISCO ABRASIVO FLAP 115MM G120 OX ALUMIN AT24/120;001464;7896003896374;Ativo;15,5700; por UN
;ATLAS DISCO ABRASIVO FLAP 115MM G40 AT25/40;000203;7896003896381;Ativo;18,3300; por UN
;ATLAS DISCO ABRASIVO FLAP 115MM G40 OX ALUMIN AT24/40;001461;7896003896343;Ativo;15,5700; por UN
;ATLAS DISCO ABRASIVO FLAP 115MM G60 AT25/60;000202;7896003896398;Ativo;18,3300; por UN
;ATLAS DISCO ABRASIVO FLAP 115MM G60 OX ALUMIN AT24/60;001462;7896003896350;Ativo;15,5700; por UN
;ATLAS DISCO ABRASIVO FLAP 115MM G80 AT25/80;000201;7896003896404;Ativo;18,3300; por UN
;ATLAS DISCO ABRASIVO FLAP 115MM G80 OX ALUMIN AT24/80;001463;7896003896367;Ativo;15,5700; por UN
;ATLAS DISCO LIXA ABRASIVO 180 GRAO 150 AT19/150;001634;7896380109838;Ativo;5,2400; por UN
;ATLAS DISCO LIXA ABRASIVO 180 GRAO 180 AT19/180;001635;7896380109845;Ativo;5,2400; por UN
;ATLAS DISCO LIXA ABRASIVO 180 GRAO 220 AT19/220;001636;7896380109852;Ativo;4,8400; por UN
;ATLAS DISCO LIXA ABRASIVO 180 GRAO 80 AT19/80;001637;7896380109760;Ativo;4,8400; por UN
;ATLAS ESCOVA DE ACO ECONOMICA 3 FILEIRAS REF: AT1820/3;001457;7896380107308;Ativo;7,9000; por UN
;ATLAS ESPATULA ACO CROMADO 10CM 6255/16;001326;7896380173167;Ativo;27,3200; por UN
;ATLAS ESPATULA ACO CROMADO 12,5CM 6255/20;001327;7896380173174;Ativo;31,5200; por UN
;ATLAS ESPATULA ACO CROMADO 15 CM AT6255/21;001452;7896003896336;Ativo;39,9500; por UN
;ATLAS ESPATULA ACO CROMADO 3,5CM REF: 6255/6;001649;7896380173136;Ativo;19,7900; por UN
;ATLAS ESPATULA ACO CROMADO 6CM 6255/10;001324;7896380173143;Ativo;21,8900; por UN
;ATLAS ESPATULA ACO CROMADO 7,5CM 6255/12;001325;7896380173150;Ativo;22,6500; por UN
;ATLAS ESPATULA ACO INOX 20CM CABO MADEIRA AT6155/22;001453;7896380173471;Ativo;63,3200; por UN
;ATLAS ESPATULA ANGULAR DE ACO INOX 3 REF: AT 6165/3;001643;7896380100880;Ativo;46,3600; por UN
;ATLAS ESPATULA CABO MADEIRA ACO INOX 10CM 6155/16;001252;7896380173112;Ativo;42,2100; por UN
;ATLAS ESPATULA CABO MADEIRA ACO INOX 12,5CM 6155/20;001253;7896380173464;Ativo;49,6800; por UN
;ATLAS ESPATULA CABO MADEIRA ACO INOX 6 CM 6155/10;001914;7896380173099;Ativo;29,6300; por UN
;ATLAS ESPATULA CABO MADEIRA ACO INOX 7,5CM 6155/12;001251;7896380173105;Ativo;33,4600; por UN
;ATLAS ESPATULA DE ACO CABO PVC 10CM 175/10;000283;7896380191628;Ativo;19,0000; por UN
;ATLAS ESPATULA DE ACO CABO PVC 12CM 175/12;000284;7896380190799;Ativo;21,5100; por UN
;ATLAS ESPATULA DE ACO CABO PVC 4 CM 175/4;000280;7896380190782;Ativo;12,8400; por UN
;ATLAS ESPATULA DE ACO CABO PVC 6CM 175/6;000281;7896380191604;Ativo;13,5700; por UN
;ATLAS ESPATULA DE ACO CABO PVC 8CM 175/8;000282;7896380191611;Ativo;15,5000; por UN
;ATLAS ESPATULA DE ACO REFORCADO 100CM AT6555/10;001639;7896380108725;Ativo;27,9000; por UN
;ATLAS ESPATULA DE ACO REFORCADO 12CM AT6555/12;001640;7896380109685;Ativo;33,8000; por UN
;ATLAS ESPATULA DE ACO REFORCADO 60CM AT6555/6;001642;7896380108701;Ativo;24,7200; por UN
;ATLAS ESPATULA DE ACO REFORCADO 80CM 6555/8;001641;7896380108718;Ativo;25,4500; por UN
;ATLAS ESPATULA DRYWALL 8 INOX;000178;SEM GTIN;Ativo;1,0000; por UN
;ATLAS ESPATULA INOX ARREDONDADA 165 MM AT6655/6;000204;7896380197101;Ativo;41,6800; por UN
;ATLAS ESPATULA INOX P/ DRYWALL C/ BIT '6' AT1417;001528;7896380109777;Ativo;47,7700; por UN
;ATLAS ESPATULA INOX 5 P/ DRYWALL C/ BIT '12'  AT1414;001529;7896380109753;Ativo;67,9900; por UN
;ATLAS ESPATULA MULTIUSO METALICA AT195/1;001265;7896380150380;Ativo;30,0400; por UN
;ATLAS ESPATULA PLASTICA AT152/1;000303;7896380190850;Ativo;4,2900; por UN
;ATLAS ESPATULA PLASTICA LISA 10CM 150/10;001470;7896380193721;Ativo;6,3000; por UN
;ATLAS ESPATULA PLASTICA LISA 8CM 150/8;001469;7896380193714;Ativo;6,4800; por UN
;ATLAS ESPATULA PLASTICA 13,1X8,8 REF:152/2;000304;7896380191819;Ativo;4,3600; por UN
;ATLAS ESPATULA PLASTICA 20X8,8 AT152/3;000305;7896380190867;Ativo;8,2700; por UN
;ATLAS ESPATULA PVC DENTADA 10CM 151/10;001525;7896380193769;Ativo;5,4800; por UN
;ATLAS ESPATULA PVC DENTADA 8CM 151/8;001524;7896380193752;Ativo;6,4800; por UN
;ATLAS ESPATULA RETA. DRYWALL INOX '10' AT6455/10;001526;7896380104352;Ativo;64,7700; por UN
;ATLAS ESPATULA RETA. DRYWALL INOX '12' AT6455/12;001638;7896380104369;Ativo;73,2000; por UN
;ATLAS ESPATULA RETA. DRYWALL INOX '8' AT6455/8;001527;7896380104345;Ativo;58,0900; por UN
;ATLAS ESPONJA ABRASIVA 120X95 MEDIA AT18/180;001822;7896380108671;Ativo;21,8100; por UN
;ATLAS ESPUMA MULTIUSO DE POLIESTER 102;001817;7896380191185;Ativo;12,4400; por UN
;ATLAS ESTILETE AMARELO 175/2;000132;7896380173310;Ativo;1.250,0000; por UN
;ATLAS ESTILETE EMBORRACHADO PROF. AT175/3;000311;7896380150397;Ativo;41,5700; por UN
;ATLAS ESTILETE TRAPE CABO ALUMINIO AT1408;001862;7896380109708;Ativo;39,3700; por UN
;ATLAS EXTENSOR DE ACO 2M 1600;001437;7896380170586;Ativo;28,7700; por UN
;ATLAS EXTENSOR DE ACO 3M 1700;001436;7896380170999;Ativo;46,6900; por UN
;ATLAS EXTENSOR FIBRA PROFIMASTER 5M REF:18005;000129;7896380170449;Ativo;41.699,0000; por UN
;ATLAS EXTENSOR FIBRA/ALUMINIIO 2,4M AT18024;001659;7896380104314;Ativo;187,0200; por UN
;ATLAS EXTENSOR FIBRA/ALUMINIO 1,3M AT18013;001658;7896003894530;Ativo;158,6500; por UN
;ATLAS EXTENSOR FIBRA/ALUMINIO 4M AT18004;001660;7896380104307;Ativo;327,1300; por UN
;ATLAS EXTRA PELE DE CARNEIRO 23CM 322/22;001431;7896380150182;Ativo;79,1000; por UN
;ATLAS FIBRA ABRASIVA ACABAMENTOS 115X290MM AT95/10;001333;7896003895032;Ativo;11,0000; por UN
;ATLAS FIBRA ABRASIVA FERRUGEM 115X290M AT95/30;001331;7896003895056;Ativo;14,3800; por UN
;ATLAS FIBRA ABRASIVA MADEIRA 115X290MM AT95/20;001332;7896003895049;Ativo;15,0800; por UN
;ATLAS FIBRA ABRASIVA POS-OBRA 115X290MM AT95/40;001330;7896003895063;Ativo;13,3500; por UN
;ATLAS FITA ANTIDERRAPANTE PRETA;000166;SEM GTIN;Ativo;1,0000; por UN
;ATLAS FITA ANTIDERRAPANTE TRANSPARENTE;000167;7896380101863;Ativo;2,0000; por UN
;ATLAS FITA SINALIZACAO;000168;SEM GTIN;Ativo;1,0000; por UN
;ATLAS FITA SINALIZACAO PLASTICA 65MMX150M;000222;7896380153022;Ativo;19,3000; por UN
;ATLAS FITA TELADA PARA DRYWALL 45M;000190;SEM GTIN;Ativo;1,0000; por UN
;ATLAS FITA TELADA REPAROS 100MMX20M;001361;7896380105205;Ativo;22,1500; por UN
;ATLAS FITA TELADA REPAROS 50MMX45M;001362;7896380104376;Ativo;23,4300; por UN
;ATLAS FITA VEDA ROSCA 12MMX10M;000179;SEM GTIN;Ativo;1,0000; por UN
;ATLAS GARFO BUCHA C/ROSCA ACO 330/23R;000274;7896380192038;Ativo;26,0100; por UN
;ATLAS GARFO BUCHA S/ROSCA ACO 330/23SR;001429;7896380192045;Ativo;16,5900; por UN
;ATLAS GARFO COMFORT GAIOLA ACO 400/23;001865;7896380192502;Ativo;31,9900; por UN
;ATLAS GARFO GAIOLA C/ROSCA 400/23R;000126;7896380194650;Ativo;23,6000; por UN
;ATLAS GARFO GAIOLA S/R ACO 400/23SR;001351;7896380192519;Ativo;19,3600; por UN
;ATLAS GARFO GAIOLA 5 ARAMES 23CM AT550/23R;000285;7896380195428;Ativo;48,0500; por UN
;ATLAS GOL PELE DE CARN 23CM 923/19;001471;7896380191031;Ativo;55,5600; por UN
;ATLAS KIT 3 PECAS REF:1001;000163;SEM GTIN;Ativo;1,0000; por UN
;ATLAS KIT 3 PECAS RENDEPLUS 2004;000273;7896380100576;Ativo;52,9500; por UN
;ATLAS KIT 5 PECAS LACARNEIRO 1002;000272;SEM GTIN;Ativo;1,0000; por UN
;ATLAS KIT 5 PECAS REF:AT1002;000162;SEM GTIN;Ativo;1,0000; por UN
;ATLAS LAPIS DE CARPINTEIRO REF: AT 555;000001;7896003898316;Inativo;1,0000; por UN
;ATLAS LIXA DISCO ABRASIVO DE PAPEL 180 GRAO 120;001815;7896380109821;Ativo;6,0500; por UN
;ATLAS LIXA DISCO ABRASIVO 225MM GRAO '120';001515;SEM GTIN;Ativo;6,6000; por UN
;ATLAS LIXA DISCO ABRASIVO 225MM GRAO '150';001516;7896380108244;Ativo;6,6000; por UN
;ATLAS LIXA DISCO ABRASIVO 225MM GRAO '180';001514;7896380108251;Ativo;6,6000; por UN
;ATLAS LIXA DISCO ABRASIVO 225MM GRAO '220';001513;7896380108268;Ativo;6,6000; por UN
;ATLAS LIXA DISCO ABRASIVO 225MM GRAO 80 ( UNIDADE );001552;SEM GTIN;Ativo;6,8200; por UN
;ATLAS LIXA DISCO ABRASIVO 225MM GRAO '80' 5PCS;001517;7896003895896;Ativo;3.414,0000; por UN
;ATLAS LIXA TELADA DISCO 150 GRAO 120 AT13/120;000195;7896380108084;Ativo;5,2400; por UN
;ATLAS LIXA TELADA DISCO 150 GRAO 150 AT13/150;000089;7896380108091;Ativo;4,9200; por UN
;ATLAS LIXA TELADA DISCO 150 GRAO 180 AT13/180;000090;7896380108107;Ativo;4,9200; por UN
;ATLAS LIXA TELADA DISCO 150 GRAO 220 AT13/220;000091;7896380108114;Ativo;5,2400; por UN
;ATLAS LIXA TELADA DISCO 150 GRAO 240 AT13/240;000092;7896380108541;Ativo;5,2400; por UN
;ATLAS LIXA TELADA DISCO 150 GRAO 320 AT13/320;000093;7896380108558;Ativo;5,2400; por UN
;ATLAS LIXA TELADA DISCO 150 GRAO 400 AT13/400;000094;7896380108565;Ativo;5,2400; por UN
;ATLAS LIXA TELADA DISCO 150 GRAO 500 AT13/500;000095;7896380196005;Ativo;5,2400; por UN
;ATLAS LIXA TELADA DISCO 150 GRAO 600 AT13/600;000096;7896380108572;Ativo;5,2400; por UN
;ATLAS LIXA TELADA DISCO 150 GRAO 80 AT13/80;000194;7896380108077;Ativo;5,2400; por UN
;ATLAS LIXA TELADA DISCO 150 GRAO 800 AT13/800;000097;7896380195992;Ativo;5,2400; por UN
;ATLAS LIXA TELADA DISCO 180 GRAO 120 AT21/120;000192;7896380109906;Ativo;7,3400; por UN
;ATLAS LIXA TELADA DISCO 180 GRAO 150 AT21/150;000085;7896380109913;Ativo;6,9000; por UN
;ATLAS LIXA TELADA DISCO 180 GRAO 180 AT21/180;000086;7896380109920;Ativo;7,3400; por UN
;ATLAS LIXA TELADA DISCO 180 GRAO 220 AT21/220;000087;7896380109937;Ativo;7,3400; por UN
;ATLAS LIXA TELADA DISCO 180 GRAO 240 AT21/240;000193;7896380109944;Ativo;6,9000; por UN
;ATLAS LIXA TELADA DISCO 180 GRAO 320 AT21/320;000088;7896380109951;Ativo;7,3400; por UN
;ATLAS LIXA TELADA DISCO 180 GRAO 80 AT21/80;000002;7896003894479;Ativo;7,3400; por UN
;ATLAS LIXA TELADA DISCO 225 GRAO 120 AT14/120;000079;7896380108121;Ativo;9,0000; por UN
;ATLAS LIXA TELADA DISCO 225 GRAO 150 AT14/150;000080;7896380108138;Ativo;9,0000; por UN
;ATLAS LIXA TELADA DISCO 225 GRAO 180 AT14/180;000081;7896380108145;Ativo;9,0000; por UN
;ATLAS LIXA TELADA DISCO 225 GRAO 220 AT14/220;000082;7896380108152;Ativo;9,0000; por UN
;ATLAS LIXA TELADA DISCO 225 GRAO 240 AT14/240;000083;7896380108169;Ativo;900,0000; por UN
;ATLAS LIXA TELADA DISCO 225 GRAO 320 AT14/320;000084;7896380108176;Ativo;900,0000; por UN
;ATLAS LIXA TELADA DISCO 225 GRAO 80 AT14/80;000078;7896003894448;Ativo;8,4600; por UN
;ATLAS LIXADEIRA ELETR GIRAFA OE225-750W/220V REF:1740/2;001806;7896003895568;Inativo;1,0000; por UN
;ATLAS LIXADEIRA ELETR. OE180-850W/220V REF:AT1710/2;001805;7896003895544;Inativo;1,0000; por UN
;ATLAS LIXADEIRA ELETR.BRUSHLESS OE225-400W/220V REF:AT1741/2;001671;7896003897302;Inativo;1,0000; por UN
;ATLAS LIXADEIRA ORBITAL 150-350W/220V AT1702/2 5.0;001670;7896380195985;Inativo;1,0000; por UN
;ATLAS LUVA BANHADA EM PU EG AT1304EG;001833;7896380108800;Ativo;14,2300; por UN
;ATLAS LUVA BANHADA EM PU G AT1304G;001644;7896380108794;Ativo;14,1700; por UN
;ATLAS LUVA BANHADA EM PU M AT1304M;001927;7896380108787;Ativo;14,2300; por UN
;ATLAS LUVA DE ALGODAO PIGMENTADA EG 1303EG;001645;7896380108770;Ativo;12,6300; por UN
;ATLAS LUVA DE ALGODAO PIGMENTADA G AT1303G;001646;7896380108763;Ativo;12,6300; por UN
;ATLAS LUVA DE ALGODAO PIGMENTADA M AT1303M;001647;7896380108756;Ativo;12,6300; por UN
;ATLAS MAQ. PINTURA AIRLESS ELETR. AT1770/2 1100W/220V;001672;7896003898507;Inativo;1,0000; por UN
;ATLAS MASCARA DE FELTRO PFF2 C/ VAL. REF: AT2800;001466;7896380195275;Ativo;6,6000; por UN
;ATLAS MASCARA DE FELTRO PFF2 C/VALVULA CARVAO AT2600;001467;7896380102440;Ativo;14,0500; por UN
;ATLAS MASCARA DE FELTRO PFF2 S/ VAL. AT2700;001465;7896380195268;Ativo;5,1800; por UN
;ATLAS MASCARA DESCARTAVEL 2300;000130;SEM GTIN;Inativo;1,0000; por UN
;ATLAS MASCARA F.C/VALVULA REF:AT2400;000131;SEM GTIN;Inativo;1,0000; por UN
;ATLAS MISTURADOR ELETRICO 1600W/220V AT1760/2;001807;7896003895582;Inativo;1,0000; por UN
;ATLAS MISTURADOR MANUAL AT176/3;000310;7896380100743;Ativo;40,0700; por UN
;ATLAS MISTURADOR 176/1 40CM;001430;7896380101467;Ativo;40,0700; por UN
;ATLAS MISTURADOR 176/2 60CM;000125;7896380101474;Ativo;63,9900; por UN
;ATLAS NIVEL METALICO C/ IMA 10 AT182/10;001871;7896380110308;Ativo;40,3300; por UN
;ATLAS NIVEL METALICO C/ IMA 12 AT182/12;001872;7896380110315;Ativo;47,3300; por UN
;ATLAS NIVEL METALICO C/ IMA 14 AT182/14;001873;7896380110322;Ativo;48,5500; por UN
;ATLAS NIVELOPRO 25CM AT933/25;000276;7896380195503;Ativo;83,0500; por UN
;ATLAS NIVELOPRO 40CM AT933/40;000277;7896380195527;Ativo;113,7400; por UN
;ATLAS NIVELOPRO 60CM AT633;000309;7896003894608;Ativo;524,9900; por UN
;ATLAS NIVELOPRO 60CM AT933/60;000278;7896380195541;Ativo;150,0700; por UN
;ATLAS NIVELOPRO 80CM AT933/80;000279;7896380195565;Ativo;164,8200; por UN
;ATLAS OCULOS DE PROTECAO CINZA AT3300/2;001821;7896380140701;Ativo;14,6400; por UN
;ATLAS OCULOS DE PROTECAO INCOLOR AT3300/1;001820;7896380140695;Ativo;14,6400; por UN
;ATLAS PAD C/ CABO AJUSTAVEL  AT750/80;001434;7896380105168;Ativo;38,0800; por UN
;ATLAS PAD DE CANTOS C/ REFIL AT750/60;001648;7896380105151;Ativo;24,8800; por UN
;ATLAS PAD P/ RECORTE S/CABO AT751/70;001433;7896003897456;Ativo;39,9900; por UN
;ATLAS PAD PARA RECORTE PINTURA 750/70;000187;SEM GTIN;Ativo;1,0000; por UN
;ATLAS PALHA DE ACO N '0' AT90/50;001458;7896380173433;Ativo;6,5400; por UN
;ATLAS PALHA DE ACO N '1' AT90/60;001459;7896380173440;Ativo;6,5400; por UN
;ATLAS PALHA DE ACO N '2' AT90/70;001460;7896380173457;Ativo;6,5400; por UN
;ATLAS PINCEL ARTISTICO CHATO PELO SUINO 915/10;001656;7896380125319;Ativo;4,8200; por UN
;ATLAS PINCEL ARTISTICO CHATO PELO SUINO 915/14;001655;7896380125364;Ativo;6,3800; por UN
;ATLAS PINCEL ARTISTICO CHATO PELO SUINO 915/18;001657;7896380125418;Ativo;9,0200; por UN
;ATLAS PINCEL ARTISTICO CHATO PELO SUINO 915/2;001654;7896380125388;Ativo;3,8400; por UN
;ATLAS PINCEL ARTISTICO CHATO PELO SUINO 915/22;001653;7896380125371;Ativo;14,7200; por UN
;ATLAS PINCEL ARTISTICO CHATO PELO SUINO 915/6;001652;7896380125432;Ativo;4,1800; por UN
;ATLAS PISTOLA PROF. P/ CALAFETAR METALICA AT177/2;001353;7896380102563;Ativo;80,3900; por UN
;ATLAS PORTA-TRINCHA P/ PROLON. AT179;001650;7896380100651;Ativo;36,1500; por UN
;ATLAS PROTETOR AUDITIVO PLASTICO REF: AT3100;001468;7896380107179;Ativo;3,5500; por UN
;ATLAS RASPADOR DE TINTA 6CM 275/6;001835;7896380191666;Ativo;27,9300; por UN
;ATLAS RASPADOR P/ REJUNTE ATR193;001530;7896380195343;Ativo;44,5200; por UN
;ATLAS RASPADOR 6CM;000165;SEM GTIN;Ativo;1,0000; por UN
;ATLAS REFIL DE BUCHA PLAST P/ GARFO DUPLO PRO REF: AT3646;001435;7896380109531;Ativo;5,4900; por UN
;ATLAS REFIL DE LAMINA P/ ESTILETE 18MM AT175R;001533;7896003897432;Ativo;13,4200; por UN
;ATLAS REFIL ESTILETE TRAPEZOIDAL AT1409;001863;7896380109715;Ativo;16,4300; por UN
;ATLAS REFIL P/ PAD RECORTE AT751/35;001651;7896003897463;Ativo;25,1000; por UN
;ATLAS REFIL PARA PAD RECORTE PINTURA 750/35;000188;SEM GTIN;Ativo;1,0000; por UN
;ATLAS RODO MEDIO;000180;SEM GTIN;Ativo;1,0000; por UN
;ATLAS ROLO ANTIGOTA POLIAMIDA DUP 46CM;001344;7896380105236;Ativo;55,6200; por UN
;ATLAS ROLO ANTIGOTA 15CM 321/15;000142;7896380150731;Ativo;15,9900; por UN
;ATLAS ROLO ANTIGOTA 23CM 321/10;001260;7896380150113;Ativo;27,6000; por UN
;ATLAS ROLO ANTIGOTA 5CM  LA 10MM AT321/5;000270;7896380107445;Ativo;15,7400; por UN
